0: {wait: 0.0, buy: 0.0} => [wait, buy]
(13, 48): {wait: 45.24, buy: 48.0} => [wait]
(13, 49): {wait: 46.120000000000005, buy: 49.0} => [wait]
(13, 50): {wait: 47.0, buy: 50.0} => [wait]
(13, 51): {wait: 48.0, buy: 51.0} => [wait]
(13, 52): {wait: 49.0, buy: 52.0} => [wait]
(13, 53): {wait: 50.0, buy: 53.0} => [wait]
(13, 54): {wait: 51.0, buy: 54.0} => [wait]
(13, 55): {wait: 52.0, buy: 55.0} => [wait]
(13, 56): {wait: 53.0, buy: 56.0} => [wait]
(13, 57): {wait: 54.0, buy: 57.0} => [wait]
(13, 58): {wait: 55.0, buy: 58.0} => [wait]
(13, 59): {wait: 56.0, buy: 59.0} => [wait]
(13, 60): {wait: 57.0, buy: 60.0} => [wait]
(13, 61): {wait: 58.0, buy: 61.0} => [wait]
(14, 0): {buy: 0.0} => [buy]
(14, 1): {buy: 1.0} => [buy]
(14, 2): {buy: 2.0} => [buy]
(14, 3): {buy: 3.0} => [buy]
(14, 4): {buy: 4.0} => [buy]
(14, 5): {buy: 5.0} => [buy]
(14, 6): {buy: 6.0} => [buy]
(14, 7): {buy: 7.0} => [buy]
(14, 8): {buy: 8.0} => [buy]
(14, 9): {buy: 9.0} => [buy]
(14, 10): {buy: 10.0} => [buy]
(14, 11): {buy: 11.0} => [buy]
(14, 12): {buy: 12.0} => [buy]
(14, 13): {buy: 13.0} => [buy]
(14, 14): {buy: 14.0} => [buy]
(14, 15): {buy: 15.0} => [buy]
(14, 16): {buy: 16.0} => [buy]
(14, 17): {buy: 17.0} => [buy]
(14, 18): {buy: 18.0} => [buy]
(14, 19): {buy: 19.0} => [buy]
(14, 20): {buy: 20.0} => [buy]
(14, 21): {buy: 21.0} => [buy]
(14, 22): {buy: 22.0} => [buy]
(14, 23): {buy: 23.0} => [buy]
(14, 24): {buy: 24.0} => [buy]
(14, 25): {buy: 25.0} => [buy]
(14, 26): {buy: 26.0} => [buy]
(14, 27): {buy: 27.0} => [buy]
(14, 28): {buy: 28.0} => [buy]
(14, 29): {buy: 29.0} => [buy]
(14, 30): {buy: 30.0} => [buy]
(14, 31): {buy: 31.0} => [buy]
(14, 32): {buy: 32.0} => [buy]
(14, 33): {buy: 33.0} => [buy]
(14, 34): {buy: 34.0} => [buy]
(14, 35): {buy: 35.0} => [buy]
(14, 36): {buy: 36.0} => [buy]
(14, 37): {buy: 37.0} => [buy]
(14, 38): {buy: 38.0} => [buy]
(14, 39): {buy: 39.0} => [buy]
(14, 40): {buy: 40.0} => [buy]
(14, 41): {buy: 41.0} => [buy]
(14, 42): {buy: 42.0} => [buy]
(14, 43): {buy: 43.0} => [buy]
(14, 44): {buy: 44.0} => [buy]
(14, 45): {buy: 45.0} => [buy]
(14, 46): {buy: 46.0} => [buy]
(14, 47): {buy: 47.0} => [buy]
(14, 48): {buy: 48.0} => [buy]
(14, 49): {buy: 49.0} => [buy]
(14, 50): {buy: 50.0} => [buy]
(14, 51): {buy: 51.0} => [buy]
(14, 52): {buy: 52.0} => [buy]
(14, 53): {buy: 53.0} => [buy]
(14, 54): {buy: 54.0} => [buy]
(14, 55): {buy: 55.0} => [buy]
(14, 56): {buy: 56.0} => [buy]
(14, 57): {buy: 57.0} => [buy]
(14, 58): {buy: 58.0} => [buy]
(14, 59): {buy: 59.0} => [buy]
(14, 60): {buy: 60.0} => [buy]
(14, 61): {buy: 61.0} => [buy]
(14, 62): {buy: 62.0} => [buy]
(14, 63): {buy: 63.0} => [buy]
(14, 64): {buy: 64.0} => [buy]
