0: {wait: 0.0, buy: 0.0} => [wait, buy]
(28, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(28, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(28, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(28, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(28, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(28, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(28, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(28, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(28, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(28, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(28, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(28, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(28, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(28, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(28, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(28, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(28, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(28, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(28, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(28, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(28, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(28, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(28, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(28, 331): {wait: 331.0, buy: 331.0} => [wait, buy]
(28, 332): {wait: 332.0, buy: 332.0} => [wait, buy]
(28, 333): {wait: 333.0, buy: 333.0} => [wait, buy]
(28, 334): {wait: 334.0, buy: 334.0} => [wait, buy]
(28, 335): {wait: 335.0, buy: 335.0} => [wait, buy]
(28, 336): {wait: 336.0, buy: 336.0} => [wait, buy]
(28, 337): {wait: 337.0, buy: 337.0} => [wait, buy]
(28, 338): {wait: 338.0, buy: 338.0} => [wait, buy]
(28, 339): {wait: 339.0, buy: 339.0} => [wait, buy]
(28, 340): {wait: 340.0, buy: 340.0} => [wait, buy]
(28, 341): {wait: 341.0, buy: 341.0} => [wait, buy]
(28, 342): {wait: 342.0, buy: 342.0} => [wait, buy]
(28, 343): {wait: 343.0, buy: 343.0} => [wait, buy]
(28, 344): {wait: 344.0, buy: 344.0} => [wait, buy]
(28, 345): {wait: 345.0, buy: 345.0} => [wait, buy]
(28, 346): {wait: 346.0, buy: 346.0} => [wait, buy]
(28, 347): {wait: 347.0, buy: 347.0} => [wait, buy]
(28, 348): {wait: 348.0, buy: 348.0} => [wait, buy]
(28, 349): {wait: 349.0, buy: 349.0} => [wait, buy]
(28, 350): {wait: 350.0, buy: 350.0} => [wait, buy]
(28, 351): {wait: 351.0, buy: 351.0} => [wait, buy]
(28, 352): {wait: 352.0, buy: 352.0} => [wait, buy]
(28, 353): {wait: 353.0, buy: 353.0} => [wait, buy]
(28, 354): {wait: 354.0, buy: 354.0} => [wait, buy]
(28, 355): {wait: 355.0, buy: 355.0} => [wait, buy]
(28, 356): {wait: 356.0, buy: 356.0} => [wait, buy]
(28, 357): {wait: 357.0, buy: 357.0} => [wait, buy]
(28, 358): {wait: 358.0, buy: 358.0} => [wait, buy]
(28, 359): {wait: 359.0, buy: 359.0} => [wait, buy]
(28, 360): {wait: 360.0, buy: 360.0} => [wait, buy]
(28, 361): {wait: 361.0, buy: 361.0} => [wait, buy]
(28, 362): {wait: 362.0, buy: 362.0} => [wait, buy]
(28, 363): {wait: 363.0, buy: 363.0} => [wait, buy]
(28, 364): {wait: 364.0, buy: 364.0} => [wait, buy]
(28, 365): {wait: 365.0, buy: 365.0} => [wait, buy]
(28, 366): {wait: 366.0, buy: 366.0} => [wait, buy]
(28, 367): {wait: 367.0, buy: 367.0} => [wait, buy]
(28, 368): {wait: 368.0, buy: 368.0} => [wait, buy]
(28, 369): {wait: 369.0, buy: 369.0} => [wait, buy]
(28, 370): {wait: 370.0, buy: 370.0} => [wait, buy]
(28, 371): {wait: 371.0, buy: 371.0} => [wait, buy]
(28, 372): {wait: 372.0, buy: 372.0} => [wait, buy]
(28, 373): {wait: 373.0, buy: 373.0} => [wait, buy]
(28, 374): {wait: 374.0, buy: 374.0} => [wait, buy]
(28, 375): {wait: 375.0, buy: 375.0} => [wait, buy]
(28, 376): {wait: 376.0, buy: 376.0} => [wait, buy]
(28, 377): {wait: 377.0, buy: 377.0} => [wait, buy]
(28, 378): {wait: 378.0, buy: 378.0} => [wait, buy]
(28, 379): {wait: 379.0, buy: 379.0} => [wait, buy]
(28, 380): {wait: 380.0, buy: 380.0} => [wait, buy]
(28, 381): {wait: 381.0, buy: 381.0} => [wait, buy]
(28, 382): {wait: 382.0, buy: 382.0} => [wait, buy]
(28, 383): {wait: 383.0, buy: 383.0} => [wait, buy]
(28, 384): {wait: 384.0, buy: 384.0} => [wait, buy]
(28, 385): {wait: 385.0, buy: 385.0} => [wait, buy]
(28, 386): {wait: 386.0, buy: 386.0} => [wait, buy]
(28, 387): {wait: 387.0, buy: 387.0} => [wait, buy]
(28, 388): {wait: 388.0, buy: 388.0} => [wait, buy]
(28, 389): {wait: 389.0, buy: 389.0} => [wait, buy]
(28, 390): {wait: 390.0, buy: 390.0} => [wait, buy]
(28, 391): {wait: 391.0, buy: 391.0} => [wait, buy]
(28, 392): {wait: 392.0, buy: 392.0} => [wait, buy]
(28, 393): {wait: 393.0, buy: 393.0} => [wait, buy]
(28, 394): {wait: 394.0, buy: 394.0} => [wait, buy]
(28, 395): {wait: 395.0, buy: 395.0} => [wait, buy]
(28, 396): {wait: 396.0, buy: 396.0} => [wait, buy]
(28, 397): {wait: 397.0, buy: 397.0} => [wait, buy]
(28, 398): {wait: 398.0, buy: 398.0} => [wait, buy]
(28, 399): {wait: 399.0, buy: 399.0} => [wait, buy]
(28, 400): {wait: 400.0, buy: 400.0} => [wait, buy]
(28, 401): {wait: 401.0, buy: 401.0} => [wait, buy]
(28, 402): {wait: 402.0, buy: 402.0} => [wait, buy]
(28, 403): {wait: 403.0, buy: 403.0} => [wait, buy]
(28, 404): {wait: 404.0, buy: 404.0} => [wait, buy]
(28, 405): {wait: 405.0, buy: 405.0} => [wait, buy]
(28, 406): {wait: 406.0, buy: 406.0} => [wait, buy]
(28, 407): {wait: 407.0, buy: 407.0} => [wait, buy]
(28, 408): {wait: 408.0, buy: 408.0} => [wait, buy]
(28, 409): {wait: 409.0, buy: 409.0} => [wait, buy]
(28, 410): {wait: 410.0, buy: 410.0} => [wait, buy]
(28, 411): {wait: 411.0, buy: 411.0} => [wait, buy]
(28, 412): {wait: 412.0, buy: 412.0} => [wait, buy]
(28, 413): {wait: 413.0, buy: 413.0} => [wait, buy]
(28, 414): {wait: 414.0, buy: 414.0} => [wait, buy]
(28, 415): {wait: 415.0, buy: 415.0} => [wait, buy]
(28, 416): {wait: 416.0, buy: 416.0} => [wait, buy]
(28, 417): {wait: 417.0, buy: 417.0} => [wait, buy]
(28, 418): {wait: 418.0, buy: 418.0} => [wait, buy]
(28, 419): {wait: 419.0, buy: 419.0} => [wait, buy]
(28, 420): {wait: 420.0, buy: 420.0} => [wait, buy]
(28, 421): {wait: 421.0, buy: 421.0} => [wait, buy]
(28, 422): {wait: 422.0, buy: 422.0} => [wait, buy]
(28, 423): {wait: 423.0, buy: 423.0} => [wait, buy]
(28, 424): {wait: 424.0, buy: 424.0} => [wait, buy]
(28, 425): {wait: 425.0, buy: 425.0} => [wait, buy]
(28, 426): {wait: 426.0, buy: 426.0} => [wait, buy]
(28, 427): {wait: 427.0, buy: 427.0} => [wait, buy]
(28, 428): {wait: 428.0, buy: 428.0} => [wait, buy]
(28, 429): {wait: 429.0, buy: 429.0} => [wait, buy]
(28, 430): {wait: 430.0, buy: 430.0} => [wait, buy]
(28, 431): {wait: 431.0, buy: 431.0} => [wait, buy]
(28, 432): {wait: 432.0, buy: 432.0} => [wait, buy]
(28, 433): {wait: 433.0, buy: 433.0} => [wait, buy]
(28, 434): {wait: 434.0, buy: 434.0} => [wait, buy]
(28, 435): {wait: 435.0, buy: 435.0} => [wait, buy]
(29, 160): {wait: 160.0, buy: 160.0} => [wait, buy]
(29, 161): {wait: 161.0, buy: 161.0} => [wait, buy]
(29, 162): {wait: 162.0, buy: 162.0} => [wait, buy]
(29, 163): {wait: 163.0, buy: 163.0} => [wait, buy]
(29, 164): {wait: 164.0, buy: 164.0} => [wait, buy]
(29, 165): {wait: 165.0, buy: 165.0} => [wait, buy]
(29, 166): {wait: 166.0, buy: 166.0} => [wait, buy]
(29, 167): {wait: 167.0, buy: 167.0} => [wait, buy]
(29, 168): {wait: 168.0, buy: 168.0} => [wait, buy]
(29, 169): {wait: 169.0, buy: 169.0} => [wait, buy]
(29, 170): {wait: 170.0, buy: 170.0} => [wait, buy]
(29, 171): {wait: 171.0, buy: 171.0} => [wait, buy]
(29, 172): {wait: 172.0, buy: 172.0} => [wait, buy]
(29, 173): {wait: 173.0, buy: 173.0} => [wait, buy]
(29, 174): {wait: 174.0, buy: 174.0} => [wait, buy]
(29, 175): {wait: 175.0, buy: 175.0} => [wait, buy]
(29, 176): {wait: 176.0, buy: 176.0} => [wait, buy]
(29, 177): {wait: 177.0, buy: 177.0} => [wait, buy]
(29, 178): {wait: 178.0, buy: 178.0} => [wait, buy]
(29, 179): {wait: 179.0, buy: 179.0} => [wait, buy]
(29, 180): {wait: 180.0, buy: 180.0} => [wait, buy]
(29, 181): {wait: 181.0, buy: 181.0} => [wait, buy]
(29, 182): {wait: 182.0, buy: 182.0} => [wait, buy]
(29, 183): {wait: 183.0, buy: 183.0} => [wait, buy]
(29, 184): {wait: 184.0, buy: 184.0} => [wait, buy]
(29, 185): {wait: 185.0, buy: 185.0} => [wait, buy]
(29, 186): {wait: 186.0, buy: 186.0} => [wait, buy]
(29, 187): {wait: 187.0, buy: 187.0} => [wait, buy]
(29, 188): {wait: 188.0, buy: 188.0} => [wait, buy]
(29, 189): {wait: 189.0, buy: 189.0} => [wait, buy]
(29, 190): {wait: 190.0, buy: 190.0} => [wait, buy]
(29, 191): {wait: 191.0, buy: 191.0} => [wait, buy]
(29, 192): {wait: 192.0, buy: 192.0} => [wait, buy]
(29, 193): {wait: 193.0, buy: 193.0} => [wait, buy]
(29, 194): {wait: 194.0, buy: 194.0} => [wait, buy]
(29, 195): {wait: 195.0, buy: 195.0} => [wait, buy]
(29, 196): {wait: 196.0, buy: 196.0} => [wait, buy]
(29, 197): {wait: 197.0, buy: 197.0} => [wait, buy]
(29, 198): {wait: 198.0, buy: 198.0} => [wait, buy]
(29, 199): {wait: 199.0, buy: 199.0} => [wait, buy]
(29, 200): {wait: 200.0, buy: 200.0} => [wait, buy]
(29, 201): {wait: 201.0, buy: 201.0} => [wait, buy]
(29, 202): {wait: 202.0, buy: 202.0} => [wait, buy]
(29, 203): {wait: 203.0, buy: 203.0} => [wait, buy]
(29, 204): {wait: 204.0, buy: 204.0} => [wait, buy]
(29, 205): {wait: 205.0, buy: 205.0} => [wait, buy]
(29, 206): {wait: 206.0, buy: 206.0} => [wait, buy]
(29, 207): {wait: 207.0, buy: 207.0} => [wait, buy]
(29, 208): {wait: 208.0, buy: 208.0} => [wait, buy]
(29, 209): {wait: 209.0, buy: 209.0} => [wait, buy]
(29, 210): {wait: 210.0, buy: 210.0} => [wait, buy]
(29, 211): {wait: 211.0, buy: 211.0} => [wait, buy]
(29, 212): {wait: 212.0, buy: 212.0} => [wait, buy]
(29, 213): {wait: 213.0, buy: 213.0} => [wait, buy]
(29, 214): {wait: 214.0, buy: 214.0} => [wait, buy]
(29, 215): {wait: 215.0, buy: 215.0} => [wait, buy]
(29, 216): {wait: 216.0, buy: 216.0} => [wait, buy]
(29, 217): {wait: 217.0, buy: 217.0} => [wait, buy]
(29, 218): {wait: 218.0, buy: 218.0} => [wait, buy]
(29, 219): {wait: 219.0, buy: 219.0} => [wait, buy]
(29, 220): {wait: 220.0, buy: 220.0} => [wait, buy]
(29, 221): {wait: 221.0, buy: 221.0} => [wait, buy]
(29, 222): {wait: 222.0, buy: 222.0} => [wait, buy]
(29, 223): {wait: 223.0, buy: 223.0} => [wait, buy]
(29, 224): {wait: 224.0, buy: 224.0} => [wait, buy]
(29, 225): {wait: 225.0, buy: 225.0} => [wait, buy]
(29, 226): {wait: 226.0, buy: 226.0} => [wait, buy]
(29, 227): {wait: 227.0, buy: 227.0} => [wait, buy]
(29, 228): {wait: 228.0, buy: 228.0} => [wait, buy]
(29, 229): {wait: 229.0, buy: 229.0} => [wait, buy]
(29, 230): {wait: 230.0, buy: 230.0} => [wait, buy]
(29, 231): {wait: 231.0, buy: 231.0} => [wait, buy]
(29, 232): {wait: 232.0, buy: 232.0} => [wait, buy]
(29, 233): {wait: 233.0, buy: 233.0} => [wait, buy]
(29, 234): {wait: 234.0, buy: 234.0} => [wait, buy]
(29, 235): {wait: 235.0, buy: 235.0} => [wait, buy]
(29, 236): {wait: 236.0, buy: 236.0} => [wait, buy]
(29, 237): {wait: 237.0, buy: 237.0} => [wait, buy]
(29, 238): {wait: 238.0, buy: 238.0} => [wait, buy]
(29, 239): {wait: 239.0, buy: 239.0} => [wait, buy]
(29, 240): {wait: 240.0, buy: 240.0} => [wait, buy]
(29, 241): {wait: 241.0, buy: 241.0} => [wait, buy]
(29, 242): {wait: 242.0, buy: 242.0} => [wait, buy]
(29, 243): {wait: 243.0, buy: 243.0} => [wait, buy]
(29, 244): {wait: 244.0, buy: 244.0} => [wait, buy]
(29, 245): {wait: 245.0, buy: 245.0} => [wait, buy]
(29, 246): {wait: 246.0, buy: 246.0} => [wait, buy]
(29, 247): {wait: 247.0, buy: 247.0} => [wait, buy]
(29, 248): {wait: 248.0, buy: 248.0} => [wait, buy]
(29, 249): {wait: 249.0, buy: 249.0} => [wait, buy]
(29, 250): {wait: 250.0, buy: 250.0} => [wait, buy]
(29, 251): {wait: 251.0, buy: 251.0} => [wait, buy]
(29, 252): {wait: 252.0, buy: 252.0} => [wait, buy]
(29, 253): {wait: 253.0, buy: 253.0} => [wait, buy]
(29, 254): {wait: 254.0, buy: 254.0} => [wait, buy]
(29, 255): {wait: 255.0, buy: 255.0} => [wait, buy]
(29, 256): {wait: 256.0, buy: 256.0} => [wait, buy]
(29, 257): {wait: 257.0, buy: 257.0} => [wait, buy]
(29, 258): {wait: 258.0, buy: 258.0} => [wait, buy]
(29, 259): {wait: 259.0, buy: 259.0} => [wait, buy]
(29, 260): {wait: 260.0, buy: 260.0} => [wait, buy]
(29, 261): {wait: 261.0, buy: 261.0} => [wait, buy]
(29, 262): {wait: 262.0, buy: 262.0} => [wait, buy]
(29, 263): {wait: 263.0, buy: 263.0} => [wait, buy]
(29, 264): {wait: 264.0, buy: 264.0} => [wait, buy]
(29, 265): {wait: 265.0, buy: 265.0} => [wait, buy]
(29, 266): {wait: 266.0, buy: 266.0} => [wait, buy]
(29, 267): {wait: 267.0, buy: 267.0} => [wait, buy]
(29, 268): {wait: 268.0, buy: 268.0} => [wait, buy]
(29, 269): {wait: 269.0, buy: 269.0} => [wait, buy]
(29, 270): {wait: 270.0, buy: 270.0} => [wait, buy]
(29, 271): {wait: 271.0, buy: 271.0} => [wait, buy]
(29, 272): {wait: 272.0, buy: 272.0} => [wait, buy]
(29, 273): {wait: 273.0, buy: 273.0} => [wait, buy]
(29, 274): {wait: 274.0, buy: 274.0} => [wait, buy]
(29, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(29, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(29, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(29, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(29, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(29, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(29, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(29, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(29, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(29, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(29, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(29, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(29, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(29, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(29, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(29, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(29, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(29, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(29, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(29, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(29, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(29, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(29, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(29, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(29, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(29, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(29, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(29, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(29, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(29, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(29, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(29, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(29, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(29, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(29, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(29, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(29, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(29, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(29, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(29, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(29, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(29, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(29, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(29, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(29, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(29, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(29, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(29, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(29, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(29, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(29, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(29, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(29, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(29, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(29, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(29, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(29, 331): {wait: 331.0, buy: 331.0} => [wait, buy]
(29, 332): {wait: 332.0, buy: 332.0} => [wait, buy]
(29, 333): {wait: 333.0, buy: 333.0} => [wait, buy]
(29, 334): {wait: 334.0, buy: 334.0} => [wait, buy]
(29, 335): {wait: 335.0, buy: 335.0} => [wait, buy]
(29, 336): {wait: 336.0, buy: 336.0} => [wait, buy]
(29, 337): {wait: 337.0, buy: 337.0} => [wait, buy]
(29, 338): {wait: 338.0, buy: 338.0} => [wait, buy]
(29, 339): {wait: 339.0, buy: 339.0} => [wait, buy]
(29, 340): {wait: 340.0, buy: 340.0} => [wait, buy]
(29, 341): {wait: 341.0, buy: 341.0} => [wait, buy]
(29, 342): {wait: 342.0, buy: 342.0} => [wait, buy]
(29, 343): {wait: 343.0, buy: 343.0} => [wait, buy]
(29, 344): {wait: 344.0, buy: 344.0} => [wait, buy]
(29, 345): {wait: 345.0, buy: 345.0} => [wait, buy]
(29, 346): {wait: 346.0, buy: 346.0} => [wait, buy]
(29, 347): {wait: 347.0, buy: 347.0} => [wait, buy]
(29, 348): {wait: 348.0, buy: 348.0} => [wait, buy]
(29, 349): {wait: 349.0, buy: 349.0} => [wait, buy]
(29, 350): {wait: 350.0, buy: 350.0} => [wait, buy]
(29, 351): {wait: 351.0, buy: 351.0} => [wait, buy]
(29, 352): {wait: 352.0, buy: 352.0} => [wait, buy]
(29, 353): {wait: 353.0, buy: 353.0} => [wait, buy]
(29, 354): {wait: 354.0, buy: 354.0} => [wait, buy]
(29, 355): {wait: 355.0, buy: 355.0} => [wait, buy]
(29, 356): {wait: 356.0, buy: 356.0} => [wait, buy]
(29, 357): {wait: 357.0, buy: 357.0} => [wait, buy]
(29, 358): {wait: 358.0, buy: 358.0} => [wait, buy]
(29, 359): {wait: 359.0, buy: 359.0} => [wait, buy]
(29, 360): {wait: 360.0, buy: 360.0} => [wait, buy]
(29, 361): {wait: 361.0, buy: 361.0} => [wait, buy]
(29, 362): {wait: 362.0, buy: 362.0} => [wait, buy]
(29, 363): {wait: 363.0, buy: 363.0} => [wait, buy]
(29, 364): {wait: 364.0, buy: 364.0} => [wait, buy]
(29, 365): {wait: 365.0, buy: 365.0} => [wait, buy]
(29, 366): {wait: 366.0, buy: 366.0} => [wait, buy]
(29, 367): {wait: 367.0, buy: 367.0} => [wait, buy]
(29, 368): {wait: 368.0, buy: 368.0} => [wait, buy]
(29, 369): {wait: 369.0, buy: 369.0} => [wait, buy]
(29, 370): {wait: 370.0, buy: 370.0} => [wait, buy]
(29, 371): {wait: 371.0, buy: 371.0} => [wait, buy]
(29, 372): {wait: 372.0, buy: 372.0} => [wait, buy]
(29, 373): {wait: 373.0, buy: 373.0} => [wait, buy]
(29, 374): {wait: 374.0, buy: 374.0} => [wait, buy]
(29, 375): {wait: 375.0, buy: 375.0} => [wait, buy]
(29, 376): {wait: 376.0, buy: 376.0} => [wait, buy]
(29, 377): {wait: 377.0, buy: 377.0} => [wait, buy]
(29, 378): {wait: 378.0, buy: 378.0} => [wait, buy]
(29, 379): {wait: 379.0, buy: 379.0} => [wait, buy]
(29, 380): {wait: 380.0, buy: 380.0} => [wait, buy]
(29, 381): {wait: 381.0, buy: 381.0} => [wait, buy]
(29, 382): {wait: 382.0, buy: 382.0} => [wait, buy]
(29, 383): {wait: 383.0, buy: 383.0} => [wait, buy]
(29, 384): {wait: 384.0, buy: 384.0} => [wait, buy]
(29, 385): {wait: 385.0, buy: 385.0} => [wait, buy]
(29, 386): {wait: 386.0, buy: 386.0} => [wait, buy]
(29, 387): {wait: 387.0, buy: 387.0} => [wait, buy]
(29, 388): {wait: 388.0, buy: 388.0} => [wait, buy]
(29, 389): {wait: 389.0, buy: 389.0} => [wait, buy]
(29, 390): {wait: 390.0, buy: 390.0} => [wait, buy]
(29, 391): {wait: 391.0, buy: 391.0} => [wait, buy]
(29, 392): {wait: 392.0, buy: 392.0} => [wait, buy]
(29, 393): {wait: 393.0, buy: 393.0} => [wait, buy]
(29, 394): {wait: 394.0, buy: 394.0} => [wait, buy]
(29, 395): {wait: 395.0, buy: 395.0} => [wait, buy]
(29, 396): {wait: 396.0, buy: 396.0} => [wait, buy]
(29, 397): {wait: 397.0, buy: 397.0} => [wait, buy]
(29, 398): {wait: 398.0, buy: 398.0} => [wait, buy]
(29, 399): {wait: 399.0, buy: 399.0} => [wait, buy]
(29, 400): {wait: 400.0, buy: 400.0} => [wait, buy]
(29, 401): {wait: 401.0, buy: 401.0} => [wait, buy]
(29, 402): {wait: 402.0, buy: 402.0} => [wait, buy]
(29, 403): {wait: 403.0, buy: 403.0} => [wait, buy]
(29, 404): {wait: 404.0, buy: 404.0} => [wait, buy]
(29, 405): {wait: 405.0, buy: 405.0} => [wait, buy]
(29, 406): {wait: 406.0, buy: 406.0} => [wait, buy]
(29, 407): {wait: 407.0, buy: 407.0} => [wait, buy]
(29, 408): {wait: 408.0, buy: 408.0} => [wait, buy]
(29, 409): {wait: 409.0, buy: 409.0} => [wait, buy]
(29, 410): {wait: 410.0, buy: 410.0} => [wait, buy]
(29, 411): {wait: 411.0, buy: 411.0} => [wait, buy]
(29, 412): {wait: 412.0, buy: 412.0} => [wait, buy]
(29, 413): {wait: 413.0, buy: 413.0} => [wait, buy]
(29, 414): {wait: 414.0, buy: 414.0} => [wait, buy]
(29, 415): {wait: 415.0, buy: 415.0} => [wait, buy]
(29, 416): {wait: 416.0, buy: 416.0} => [wait, buy]
(29, 417): {wait: 417.0, buy: 417.0} => [wait, buy]
(29, 418): {wait: 418.0, buy: 418.0} => [wait, buy]
(29, 419): {wait: 419.0, buy: 419.0} => [wait, buy]
(29, 420): {wait: 420.0, buy: 420.0} => [wait, buy]
(29, 421): {wait: 421.0, buy: 421.0} => [wait, buy]
(29, 422): {wait: 422.0, buy: 422.0} => [wait, buy]
(29, 423): {wait: 423.0, buy: 423.0} => [wait, buy]
(29, 424): {wait: 424.0, buy: 424.0} => [wait, buy]
(29, 425): {wait: 425.0, buy: 425.0} => [wait, buy]
(29, 426): {wait: 426.0, buy: 426.0} => [wait, buy]
(29, 427): {wait: 427.0, buy: 427.0} => [wait, buy]
(29, 428): {wait: 428.0, buy: 428.0} => [wait, buy]
(29, 429): {wait: 429.0, buy: 429.0} => [wait, buy]
(29, 430): {wait: 430.0, buy: 430.0} => [wait, buy]
(29, 431): {wait: 431.0, buy: 431.0} => [wait, buy]
(29, 432): {wait: 432.0, buy: 432.0} => [wait, buy]
(29, 433): {wait: 433.0, buy: 433.0} => [wait, buy]
(29, 434): {wait: 434.0, buy: 434.0} => [wait, buy]
(29, 435): {wait: 435.0, buy: 435.0} => [wait, buy]
(29, 436): {wait: 436.0, buy: 436.0} => [wait, buy]
(29, 437): {wait: 437.0, buy: 437.0} => [wait, buy]
(29, 438): {wait: 438.0, buy: 438.0} => [wait, buy]
(29, 439): {wait: 439.0, buy: 439.0} => [wait, buy]
(29, 440): {wait: 440.0, buy: 440.0} => [wait, buy]
(30, 155): {wait: 155.0, buy: 155.0} => [wait, buy]
(30, 156): {wait: 156.0, buy: 156.0} => [wait, buy]
(30, 157): {wait: 157.0, buy: 157.0} => [wait, buy]
(30, 158): {wait: 158.0, buy: 158.0} => [wait, buy]
(30, 159): {wait: 159.0, buy: 159.0} => [wait, buy]
(30, 160): {wait: 160.0, buy: 160.0} => [wait, buy]
(30, 161): {wait: 161.0, buy: 161.0} => [wait, buy]
(30, 162): {wait: 162.0, buy: 162.0} => [wait, buy]
(30, 163): {wait: 163.0, buy: 163.0} => [wait, buy]
(30, 164): {wait: 164.0, buy: 164.0} => [wait, buy]
(30, 165): {wait: 165.0, buy: 165.0} => [wait, buy]
(30, 166): {wait: 166.0, buy: 166.0} => [wait, buy]
(30, 167): {wait: 167.0, buy: 167.0} => [wait, buy]
(30, 168): {wait: 168.0, buy: 168.0} => [wait, buy]
(30, 169): {wait: 169.0, buy: 169.0} => [wait, buy]
(30, 170): {wait: 170.0, buy: 170.0} => [wait, buy]
(30, 171): {wait: 171.0, buy: 171.0} => [wait, buy]
(30, 172): {wait: 172.0, buy: 172.0} => [wait, buy]
(30, 173): {wait: 173.0, buy: 173.0} => [wait, buy]
(30, 174): {wait: 174.0, buy: 174.0} => [wait, buy]
(30, 175): {wait: 175.0, buy: 175.0} => [wait, buy]
(30, 176): {wait: 176.0, buy: 176.0} => [wait, buy]
(30, 177): {wait: 177.0, buy: 177.0} => [wait, buy]
(30, 178): {wait: 178.0, buy: 178.0} => [wait, buy]
(30, 179): {wait: 179.0, buy: 179.0} => [wait, buy]
(30, 180): {wait: 180.0, buy: 180.0} => [wait, buy]
(30, 181): {wait: 181.0, buy: 181.0} => [wait, buy]
