0: {wait: 0.0, buy: 0.0} => [wait, buy]
(7, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(7, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(7, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(7, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(7, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(7, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(7, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(7, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(7, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(7, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(7, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(7, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(7, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(7, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(7, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(7, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(7, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(7, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(7, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(7, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(7, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(7, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(7, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(7, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(7, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(7, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(7, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(7, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(7, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(7, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(7, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(7, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(7, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(7, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(7, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(7, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(7, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(7, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(7, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(7, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(7, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(7, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(7, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(7, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(7, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(7, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(7, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(7, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(7, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(7, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(7, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(7, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(7, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(7, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(7, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(7, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(8, 265): {wait: 265.0, buy: 265.0} => [wait, buy]
(8, 266): {wait: 266.0, buy: 266.0} => [wait, buy]
(8, 267): {wait: 267.0, buy: 267.0} => [wait, buy]
(8, 268): {wait: 268.0, buy: 268.0} => [wait, buy]
(8, 269): {wait: 269.0, buy: 269.0} => [wait, buy]
(8, 270): {wait: 270.0, buy: 270.0} => [wait, buy]
(8, 271): {wait: 271.0, buy: 271.0} => [wait, buy]
(8, 272): {wait: 272.0, buy: 272.0} => [wait, buy]
(8, 273): {wait: 273.0, buy: 273.0} => [wait, buy]
(8, 274): {wait: 274.0, buy: 274.0} => [wait, buy]
(8, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(8, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(8, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(8, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(8, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(8, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(8, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(8, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(8, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(8, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(8, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(8, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(8, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(8, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(8, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(8, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(8, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(8, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(8, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(8, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(8, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(8, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(8, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(8, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(8, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(8, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(8, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(8, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(8, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(8, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(8, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(8, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(8, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(8, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(8, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(8, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(8, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(8, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(8, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(8, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(8, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(8, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(8, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(8, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(8, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(8, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(8, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(8, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(8, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(8, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(8, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(8, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(8, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(8, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(8, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(8, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(8, 331): {wait: 331.0, buy: 331.0} => [wait, buy]
(8, 332): {wait: 332.0, buy: 332.0} => [wait, buy]
(8, 333): {wait: 333.0, buy: 333.0} => [wait, buy]
(8, 334): {wait: 334.0, buy: 334.0} => [wait, buy]
(8, 335): {wait: 335.0, buy: 335.0} => [wait, buy]
(9, 260): {wait: 260.0, buy: 260.0} => [wait, buy]
(9, 261): {wait: 261.0, buy: 261.0} => [wait, buy]
(9, 262): {wait: 262.0, buy: 262.0} => [wait, buy]
(9, 263): {wait: 263.0, buy: 263.0} => [wait, buy]
(9, 264): {wait: 264.0, buy: 264.0} => [wait, buy]
(9, 265): {wait: 265.0, buy: 265.0} => [wait, buy]
(9, 266): {wait: 266.0, buy: 266.0} => [wait, buy]
(9, 267): {wait: 267.0, buy: 267.0} => [wait, buy]
(9, 268): {wait: 268.0, buy: 268.0} => [wait, buy]
(9, 269): {wait: 269.0, buy: 269.0} => [wait, buy]
(9, 270): {wait: 270.0, buy: 270.0} => [wait, buy]
(9, 271): {wait: 271.0, buy: 271.0} => [wait, buy]
(9, 272): {wait: 272.0, buy: 272.0} => [wait, buy]
(9, 273): {wait: 273.0, buy: 273.0} => [wait, buy]
(9, 274): {wait: 274.0, buy: 274.0} => [wait, buy]
(9, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(9, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(9, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(9, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(9, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(9, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(9, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(9, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(9, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(9, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(9, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(9, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(9, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(9, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(9, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(9, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(9, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(9, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(9, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(9, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(9, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(9, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(9, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(9, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(9, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(9, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(9, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(9, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(9, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(9, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(9, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(9, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(9, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(9, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(9, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(9, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(9, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(9, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(9, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(9, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(9, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(9, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(9, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(9, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(9, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(9, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
(9, 321): {wait: 321.0, buy: 321.0} => [wait, buy]
(9, 322): {wait: 322.0, buy: 322.0} => [wait, buy]
(9, 323): {wait: 323.0, buy: 323.0} => [wait, buy]
(9, 324): {wait: 324.0, buy: 324.0} => [wait, buy]
(9, 325): {wait: 325.0, buy: 325.0} => [wait, buy]
(9, 326): {wait: 326.0, buy: 326.0} => [wait, buy]
(9, 327): {wait: 327.0, buy: 327.0} => [wait, buy]
(9, 328): {wait: 328.0, buy: 328.0} => [wait, buy]
(9, 329): {wait: 329.0, buy: 329.0} => [wait, buy]
(9, 330): {wait: 330.0, buy: 330.0} => [wait, buy]
(9, 331): {wait: 331.0, buy: 331.0} => [wait, buy]
(9, 332): {wait: 332.0, buy: 332.0} => [wait, buy]
(9, 333): {wait: 333.0, buy: 333.0} => [wait, buy]
(9, 334): {wait: 334.0, buy: 334.0} => [wait, buy]
(9, 335): {wait: 335.0, buy: 335.0} => [wait, buy]
(9, 336): {wait: 336.0, buy: 336.0} => [wait, buy]
(9, 337): {wait: 337.0, buy: 337.0} => [wait, buy]
(9, 338): {wait: 338.0, buy: 338.0} => [wait, buy]
(9, 339): {wait: 339.0, buy: 339.0} => [wait, buy]
(9, 340): {wait: 340.0, buy: 340.0} => [wait, buy]
(10, 255): {wait: 255.0, buy: 255.0} => [wait, buy]
(10, 256): {wait: 256.0, buy: 256.0} => [wait, buy]
(10, 257): {wait: 257.0, buy: 257.0} => [wait, buy]
(10, 258): {wait: 258.0, buy: 258.0} => [wait, buy]
(10, 259): {wait: 259.0, buy: 259.0} => [wait, buy]
(10, 260): {wait: 260.0, buy: 260.0} => [wait, buy]
(10, 261): {wait: 261.0, buy: 261.0} => [wait, buy]
(10, 262): {wait: 262.0, buy: 262.0} => [wait, buy]
(10, 263): {wait: 263.0, buy: 263.0} => [wait, buy]
(10, 264): {wait: 264.0, buy: 264.0} => [wait, buy]
(10, 265): {wait: 265.0, buy: 265.0} => [wait, buy]
(10, 266): {wait: 266.0, buy: 266.0} => [wait, buy]
(10, 267): {wait: 267.0, buy: 267.0} => [wait, buy]
(10, 268): {wait: 268.0, buy: 268.0} => [wait, buy]
(10, 269): {wait: 269.0, buy: 269.0} => [wait, buy]
(10, 270): {wait: 270.0, buy: 270.0} => [wait, buy]
(10, 271): {wait: 271.0, buy: 271.0} => [wait, buy]
(10, 272): {wait: 272.0, buy: 272.0} => [wait, buy]
(10, 273): {wait: 273.0, buy: 273.0} => [wait, buy]
(10, 274): {wait: 274.0, buy: 274.0} => [wait, buy]
(10, 275): {wait: 275.0, buy: 275.0} => [wait, buy]
(10, 276): {wait: 276.0, buy: 276.0} => [wait, buy]
(10, 277): {wait: 277.0, buy: 277.0} => [wait, buy]
(10, 278): {wait: 278.0, buy: 278.0} => [wait, buy]
(10, 279): {wait: 279.0, buy: 279.0} => [wait, buy]
(10, 280): {wait: 280.0, buy: 280.0} => [wait, buy]
(10, 281): {wait: 281.0, buy: 281.0} => [wait, buy]
(10, 282): {wait: 282.0, buy: 282.0} => [wait, buy]
(10, 283): {wait: 283.0, buy: 283.0} => [wait, buy]
(10, 284): {wait: 284.0, buy: 284.0} => [wait, buy]
(10, 285): {wait: 285.0, buy: 285.0} => [wait, buy]
(10, 286): {wait: 286.0, buy: 286.0} => [wait, buy]
(10, 287): {wait: 287.0, buy: 287.0} => [wait, buy]
(10, 288): {wait: 288.0, buy: 288.0} => [wait, buy]
(10, 289): {wait: 289.0, buy: 289.0} => [wait, buy]
(10, 290): {wait: 290.0, buy: 290.0} => [wait, buy]
(10, 291): {wait: 291.0, buy: 291.0} => [wait, buy]
(10, 292): {wait: 292.0, buy: 292.0} => [wait, buy]
(10, 293): {wait: 293.0, buy: 293.0} => [wait, buy]
(10, 294): {wait: 294.0, buy: 294.0} => [wait, buy]
(10, 295): {wait: 295.0, buy: 295.0} => [wait, buy]
(10, 296): {wait: 296.0, buy: 296.0} => [wait, buy]
(10, 297): {wait: 297.0, buy: 297.0} => [wait, buy]
(10, 298): {wait: 298.0, buy: 298.0} => [wait, buy]
(10, 299): {wait: 299.0, buy: 299.0} => [wait, buy]
(10, 300): {wait: 300.0, buy: 300.0} => [wait, buy]
(10, 301): {wait: 301.0, buy: 301.0} => [wait, buy]
(10, 302): {wait: 302.0, buy: 302.0} => [wait, buy]
(10, 303): {wait: 303.0, buy: 303.0} => [wait, buy]
(10, 304): {wait: 304.0, buy: 304.0} => [wait, buy]
(10, 305): {wait: 305.0, buy: 305.0} => [wait, buy]
(10, 306): {wait: 306.0, buy: 306.0} => [wait, buy]
(10, 307): {wait: 307.0, buy: 307.0} => [wait, buy]
(10, 308): {wait: 308.0, buy: 308.0} => [wait, buy]
(10, 309): {wait: 309.0, buy: 309.0} => [wait, buy]
(10, 310): {wait: 310.0, buy: 310.0} => [wait, buy]
(10, 311): {wait: 311.0, buy: 311.0} => [wait, buy]
(10, 312): {wait: 312.0, buy: 312.0} => [wait, buy]
(10, 313): {wait: 313.0, buy: 313.0} => [wait, buy]
(10, 314): {wait: 314.0, buy: 314.0} => [wait, buy]
(10, 315): {wait: 315.0, buy: 315.0} => [wait, buy]
(10, 316): {wait: 316.0, buy: 316.0} => [wait, buy]
(10, 317): {wait: 317.0, buy: 317.0} => [wait, buy]
(10, 318): {wait: 318.0, buy: 318.0} => [wait, buy]
(10, 319): {wait: 319.0, buy: 319.0} => [wait, buy]
(10, 320): {wait: 320.0, buy: 320.0} => [wait, buy]
